"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Flagler County, FL"	"12035"	12467	1045155	1192.8	674.2	661.3	687.2
	"Franklin County, FL"	"12037"	1314	117494	1118.4	852.2	804.2	900.2
	"Gadsden County, FL"	"12039"	4668	461210	1012.1	857.5	832.4	882.6
	"Gilchrist County, FL"	"12041"	1913	173678	1101.5	797.6	760.6	834.6
	"Glades County, FL"	"12043"	1155	134535	858.5	563.0	527.5	598.4
	"Gulf County, FL"	"12045"	1785	157022	1136.8	856.0	815.2	896.8
	"Hamilton County, FL"	"12047"	1446	144158	1003.1	867.3	821.6	912.9
	"Hardee County, FL"	"12049"	2120	274575	772.1	693.5	663.8	723.3
	"Hendry County, FL"	"12051"	2917	393986	740.4	740.5	713.4	767.5
	"Hernando County, FL"	"12053"	26214	1802202	1454.6	803.8	793.2	814.4
	"Highlands County, FL"	"12055"	15156	1006332	1506.1	701.4	688.1	714.7
	"Hillsborough County, FL"	"12057"	100903	13425333	751.6	721.5	717.0	726.0
	"Holmes County, FL"	"12059"	2646	196434	1347.0	1007.7	968.5	1046.9
	"Indian River County, FL"	"12061"	19525	1475439	1323.3	627.2	617.1	637.3
	"Jackson County, FL"	"12063"	5976	485606	1230.6	923.9	900.0	947.7
	"Jefferson County, FL"	"12065"	1632	142584	1144.6	797.5	757.4	837.7
	"Lafayette County, FL"	"12067"	756	87184	867.1	791.9	735.1	848.7
	"Lake County, FL"	"12069"	38915	3255882	1195.2	696.5	689.1	703.9
	"Lee County, FL"	"12071"	67202	6924734	970.5	570.8	566.1	575.5
	"Leon County, FL"	"12073"	18171	2853530	636.8	702.5	692.0	712.9
	"Levy County, FL"	"12075"	5350	402660	1328.7	906.3	880.7	932.0
	"Liberty County, FL"	"12077"	687	83250	825.2	869.9	802.9	936.9
	"Madison County, FL"	"12079"	2271	186595	1217.1	923.6	884.8	962.4
	"Manatee County, FL"	"12081"	37990	3600658	1055.1	614.5	607.8	621.3
	"Marion County, FL"	"12083"	48266	3447664	1400.0	804.8	797.0	812.7
	"Martin County, FL"	"12085"	18720	1544104	1212.4	573.9	564.5	583.3
	"Miami-Dade County, FL"	"12086"	192826	26558665	726.0	591.0	588.4	593.7
	"Monroe County, FL"	"12087"	7000	758086	923.4	650.0	634.2	665.9
	"Nassau County, FL"	"12089"	8019	790711	1014.2	769.6	752.1	787.0
	"Okaloosa County, FL"	"12091"	17104	1965521	870.2	775.8	764.0	787.6
	"Okeechobee County, FL"	"12093"	4394	403175	1089.8	839.8	814.5	865.2
	"Orange County, FL"	"12095"	75892	12721130	596.6	665.8	661.0	670.7
	"Osceola County, FL"	"12097"	20747	3196908	649.0	683.7	674.2	693.1
	"Palm Beach County, FL"	"12099"	141291	14102207	1001.9	564.4	561.2	567.6
	"Pasco County, FL"	"12101"	58939	4991875	1180.7	767.2	760.7	773.6
	"Pinellas County, FL"	"12103"	116640	9453875	1233.8	713.0	708.6	717.3
	"Polk County, FL"	"12105"	65036	6520902	997.3	737.1	731.3	742.9
	"Putnam County, FL"	"12107"	9777	732836	1334.1	933.1	913.7	952.6
	"St. Johns County, FL"	"12109"	18018	2240088	804.3	607.3	598.2	616.4
	"St. Lucie County, FL"	"12111"	30632	2987895	1025.2	657.3	649.6	665.1
	"Santa Rosa County, FL"	"12113"	13918	1663977	836.4	797.1	783.5	810.6
	"Sarasota County, FL"	"12115"	54220	4032896	1344.4	582.4	576.5	588.3
	"Seminole County, FL"	"12117"	32413	4464124	726.1	644.4	637.2	651.5
	"Sumter County, FL"	"12119"	16255	1143428	1421.6	596.0	582.6	609.4
	"Suwannee County, FL"	"12121"	5512	435287	1266.3	890.4	866.2	914.6
	"Taylor County, FL"	"12123"	2484	223137	1113.2	871.0	836.0	906.0
	"Union County, FL"	"12125"	2232	152531	1463.3	1401.9	1339.6	1464.2
	"Volusia County, FL"	"12127"	67733	5181443	1307.2	801.5	795.1	807.9
	"Wakulla County, FL"	"12129"	2636	316774	832.1	852.9	819.1	886.8
	"Walton County, FL"	"12131"	6029	632974	952.5	742.8	723.5	762.1
	"Washington County, FL"	"12133"	3037	247974	1224.7	1034.7	997.1	1072.3
	"Appling County, GA"	"13001"	2029	184300	1100.9	960.8	918.2	1003.4
	"Atkinson County, GA"	"13003"	807	83060	971.6	1088.0	1009.4	1166.6
	"Bacon County, GA"	"13005"	1306	112333	1162.6	1107.6	1046.2	1168.9
	"Baker County, GA"	"13007"	287	32158	892.5	652.7	574.1	731.3
	"Baldwin County, GA"	"13009"	4253	453674	937.5	899.3	871.8	926.9
	"Banks County, GA"	"13011"	1647	185420	888.3	850.1	807.4	892.8
	"Barrow County, GA"	"13013"	5713	749747	762.0	868.5	845.4	891.6
	"Bartow County, GA"	"13015"	8641	1030002	838.9	874.2	855.3	893.1
	"Ben Hill County, GA"	"13017"	2179	172953	1259.9	1082.6	1036.5	1128.8
	"Berrien County, GA"	"13019"	2117	191238	1107.0	951.7	910.5	993.0
	"Bibb County, GA"	"13021"	17238	1542665	1117.4	1009.8	994.5	1025.1
	"Bleckley County, GA"	"13023"	1432	128586	1113.7	896.1	848.7	943.6
	"Brantley County, GA"	"13025"	1897	185621	1022.0	947.1	903.1	991.1
	"Brooks County, GA"	"13027"	1868	156371	1194.6	964.7	919.7	1009.6
	"Bryan County, GA"	"13029"	2586	347050	745.1	922.9	886.2	959.6
	"Bulloch County, GA"	"13031"	5020	739519	678.8	858.3	834.0	882.5
	"Burke County, GA"	"13033"	2355	228338	1031.4	987.7	946.8	1028.6
	"Butts County, GA"	"13035"	2668	238010	1121.0	1019.8	980.5	1059.1
	"Calhoun County, GA"	"13037"	651	64723	1005.8	863.9	796.3	931.6
	"Camden County, GA"	"13039"	3434	522325	657.4	791.4	763.6	819.1
	"Candler County, GA"	"13043"	1331	109448	1216.1	1034.4	977.5	1091.4
	"Carroll County, GA"	"13045"	10482	1146445	914.3	975.2	956.2	994.2
	"Catoosa County, GA"	"13047"	5970	658448	906.7	787.7	767.5	808.0
	"Charlton County, GA"	"13049"	1130	129577	872.1	826.7	777.8	875.5
	"Chatham County, GA"	"13051"	23729	2820083	841.4	788.4	778.3	798.6
	"Chattahoochee County, GA"	"13053"	363	114956	315.8	812.4	723.8	901.1
	"Chattooga County, GA"	"13055"	3210	251648	1275.6	1043.2	1006.6	1079.9
	"Cherokee County, GA"	"13057"	14137	2348122	602.1	707.7	695.5	719.8
	"Clarke County, GA"	"13059"	7298	1227871	594.4	760.4	742.7	778.1
	"Clay County, GA"	"13061"	433	30401	1424.3	923.8	830.1	1017.5
	"Clayton County, GA"	"13063"	15723	2739047	574.0	834.2	820.1	848.3
	"Clinch County, GA"	"13065"	784	67634	1159.2	1104.3	1024.0	1184.6
	"Cobb County, GA"	"13067"	41249	7303488	564.8	678.4	671.7	685.1
	"Coffee County, GA"	"13069"	3992	429921	928.5	973.0	942.2	1003.8
	"Colquitt County, GA"	"13071"	4768	458236	1040.5	978.1	950.0	1006.1
	"Columbia County, GA"	"13073"	8717	1412551	617.1	682.1	667.5	696.7
	"Cook County, GA"	"13075"	1863	171540	1086.0	986.9	941.5	1032.3
	"Coweta County, GA"	"13077"	9770	1373066	711.5	780.5	764.6	796.5
	"Crawford County, GA"	"13079"	1167	124415	938.0	837.1	786.2	887.9
	"Crisp County, GA"	"13081"	2518	230336	1093.2	899.7	863.7	935.7
	"Dade County, GA"	"13083"	1885	163737	1151.2	948.6	904.8	992.4
	"Dawson County, GA"	"13085"	2112	235340	897.4	832.6	794.6	870.6
	"Decatur County, GA"	"13087"	3135	271315	1155.5	989.4	954.4	1024.5
	"DeKalb County, GA"	"13089"	43793	7278676	601.7	681.1	674.6	687.7
	"Dodge County, GA"	"13091"	2252	210701	1068.8	916.7	878.3	955.2
	"Dooly County, GA"	"13093"	1210	140946	858.5	715.2	673.9	756.5
	"Dougherty County, GA"	"13095"	9188	919280	999.5	930.7	911.4	950.1
	"Douglas County, GA"	"13097"	9178	1393397	658.7	824.5	806.8	842.2
	"Early County, GA"	"13099"	1392	105060	1325.0	1013.1	958.6	1067.7
	"Echols County, GA"	"13101"	261	40155	650.0	726.8	636.9	816.7
	"Effingham County, GA"	"13103"	4147	570363	727.1	875.8	847.9	903.7
	"Elbert County, GA"	"13105"	2554	194703	1311.7	963.5	925.1	1002.0
	"Emanuel County, GA"	"13107"	2851	226816	1257.0	1121.5	1079.7	1163.3
	"Evans County, GA"	"13109"	1152	108092	1065.8	963.3	907.0	1019.5
	"Fannin County, GA"	"13111"	3271	245072	1334.7	838.3	807.2	869.5
	"Fayette County, GA"	"13113"	8230	1102674	746.4	642.6	628.3	656.8
	"Floyd County, GA"	"13115"	10654	967469	1101.2	929.8	911.9	947.7
	"Forsyth County, GA"	"13117"	10054	2087264	481.7	612.3	599.9	624.7
	"Franklin County, GA"	"13119"	2926	223938	1306.6	1010.8	973.3	1048.3
	"Fulton County, GA"	"13121"	64464	10017937	643.5	726.9	721.1	732.6
	"Gilmer County, GA"	"13123"	2968	294206	1008.8	743.3	715.3	771.4
	"Glascock County, GA"	"13125"	406	30562	1328.4	1028.5	926.2	1130.9
	"Glynn County, GA"	"13127"	8390	828591	1012.6	804.3	786.7	821.9
	"Gordon County, GA"	"13129"	5227	564592	925.8	930.3	904.6	956.0
	"Grady County, GA"	"13131"	2498	250556	997.0	845.0	811.3	878.7
	"Greene County, GA"	"13133"	1950	167944	1161.1	773.1	736.1	810.0
	"Gwinnett County, GA"	"13135"	39226	8796783	445.9	645.6	638.8	652.3
	"Habersham County, GA"	"13137"	4402	440417	999.5	820.0	795.4	844.5
	"Hall County, GA"	"13139"	14113	1922754	734.0	724.2	712.1	736.2
	"Hancock County, GA"	"13141"	975	87770	1110.9	807.8	754.9	860.7
	"Haralson County, GA"	"13143"	3497	289431	1208.2	1068.6	1032.6	1104.6
	"Harris County, GA"	"13145"	2580	333037	774.7	672.9	646.1	699.8
	"Hart County, GA"	"13147"	2851	256044	1113.5	796.5	766.4	826.5
	"Heard County, GA"	"13149"	1239	116930	1059.6	917.7	865.4	970.0
	"Henry County, GA"	"13151"	14305	2175433	657.6	835.8	821.4	850.2
	"Houston County, GA"	"13153"	11010	1495696	736.1	809.2	793.8	824.6
	"Irwin County, GA"	"13155"	1061	94239	1125.9	890.6	836.1	945.0
	"Jackson County, GA"	"13157"	5794	644120	899.5	926.0	901.7	950.4
	"Jasper County, GA"	"13159"	1341	137960	972.0	875.5	827.4	923.6
	"Jeff Davis County, GA"	"13161"	1603	150215	1067.1	1042.2	989.8	1094.5
	"Jefferson County, GA"	"13163"	2187	161091	1357.6	1088.2	1041.7	1134.7
	"Jenkins County, GA"	"13165"	1025	88027	1164.4	982.0	921.0	1043.0
	"Johnson County, GA"	"13167"	1006	97620	1030.5	843.4	790.4	896.4
	"Jones County, GA"	"13169"	2336	286056	816.6	728.5	698.3	758.6
	"Lamar County, GA"	"13171"	2048	184080	1112.6	978.6	935.3	1021.9
	"Lanier County, GA"	"13173"	880	103562	849.7	903.3	842.1	964.5
	"Laurens County, GA"	"13175"	5499	477722	1151.1	944.8	919.4	970.2
	"Lee County, GA"	"13177"	2017	291646	691.6	850.0	811.0	888.9
	"Liberty County, GA"	"13179"	3394	633063	536.1	838.9	808.2	869.6
	"Lincoln County, GA"	"13181"	902	78185	1153.7	838.8	781.2	896.4
	"Long County, GA"	"13183"	927	173124	535.5	734.8	685.0	784.6
	"Lowndes County, GA"	"13185"	8677	1138818	761.9	880.8	862.0	899.6
	"Lumpkin County, GA"	"13187"	2616	314993	830.5	790.9	759.5	822.3
	"McDuffie County, GA"	"13189"	2402	215517	1114.5	990.9	950.4	1031.4
	"McIntosh County, GA"	"13191"	1290	141283	913.1	642.2	604.7	679.8
	"Macon County, GA"	"13193"	1512	137695	1098.1	1016.8	963.9	1069.7
	"Madison County, GA"	"13195"	2944	286429	1027.8	938.5	903.6	973.3
	"Marion County, GA"	"13197"	801	86081	930.5	779.0	722.2	835.7
	"Meriwether County, GA"	"13199"	2615	212860	1228.5	952.1	914.5	989.8
	"Miller County, GA"	"13201"	851	59147	1438.8	1009.2	938.3	1080.1
	"Mitchell County, GA"	"13205"	2444	227300	1075.2	939.8	902.1	977.5
	"Monroe County, GA"	"13207"	2575	270341	952.5	771.5	741.0	802.0
	"Montgomery County, GA"	"13209"	872	90520	963.3	927.8	863.5	992.1
	"Morgan County, GA"	"13211"	1865	182204	1023.6	801.8	764.5	839.0
	"Murray County, GA"	"13213"	3624	395933	915.3	948.5	916.5	980.6
	"Muscogee County, GA"	"13215"	18975	1968167	964.1	963.0	949.2	976.9
	"Newton County, GA"	"13217"	8314	1050233	791.6	874.2	854.9	893.4
	"Oconee County, GA"	"13219"	2343	359304	652.1	652.5	625.6	679.5
	"Oglethorpe County, GA"	"13221"	1338	148406	901.6	739.4	698.9	779.9
	"Paulding County, GA"	"13223"	8268	1526822	541.5	750.2	733.0	767.4
	"Peach County, GA"	"13225"	2986	272393	1096.2	1079.7	1040.0	1119.4
	"Pickens County, GA"	"13227"	3178	304995	1042.0	819.6	790.0	849.2
	"Pierce County, GA"	"13229"	2060	190736	1080.0	952.4	910.6	994.2
	"Pike County, GA"	"13231"	1761	180705	974.5	915.0	871.4	958.7
	"Polk County, GA"	"13233"	4805	416658	1153.2	1066.7	1036.1	1097.3
	"Pulaski County, GA"	"13235"	1132	114544	988.3	747.1	702.4	791.8
	"Putnam County, GA"	"13237"	2317	214812	1078.6	793.3	759.4	827.1
	"Quitman County, GA"	"13239"	313	23636	1324.3	831.5	728.6	934.3
	"Rabun County, GA"	"13241"	2039	164771	1237.5	776.6	740.9	812.4
	"Randolph County, GA"	"13243"	921	72170	1276.2	849.8	790.7	908.8
	"Richmond County, GA"	"13245"	19937	2017036	988.4	989.7	975.7	1003.7
	"Rockdale County, GA"	"13247"	6685	881486	758.4	785.1	765.9	804.4
	"Schley County, GA"	"13249"	376	51244	733.7	671.0	601.5	740.6
	"Screven County, GA"	"13251"	1699	141550	1200.3	952.0	905.5	998.4
	"Seminole County, GA"	"13253"	1266	85910	1473.6	1015.1	956.5	1073.8
	"Spalding County, GA"	"13255"	7275	646828	1124.7	978.6	955.7	1001.5
	"Stephens County, GA"	"13257"	3562	258376	1378.6	1108.8	1071.5	1146.1
	"Stewart County, GA"	"13259"	673	59983	1122.0	945.6	872.6	1018.5
	"Sumter County, GA"	"13261"	3479	309752	1123.2	1004.5	970.5	1038.4
	"Talbot County, GA"	"13263"	809	64203	1260.1	927.1	859.4	994.8
	"Taliaferro County, GA"	"13265"	256	16501	1551.4	946.1	820.7	1071.5
	"Tattnall County, GA"	"13267"	2394	253674	943.7	973.7	934.0	1013.5
	"Taylor County, GA"	"13269"	1008	83494	1207.3	931.6	872.7	990.4
	"Telfair County, GA"	"13271"	1508	162105	930.3	753.0	714.5	791.5
	"Terrell County, GA"	"13273"	1089	89784	1212.9	962.4	903.7	1021.1
	"Thomas County, GA"	"13275"	5215	447963	1164.2	927.0	901.4	952.6
	"Tift County, GA"	"13277"	4155	407038	1020.8	955.5	926.1	984.8
	"Toombs County, GA"	"13279"	3104	271680	1142.5	1003.9	968.2	1039.7
	"Towns County, GA"	"13281"	1725	111414	1548.3	789.8	746.1	833.5
	"Treutlen County, GA"	"13283"	744	67841	1096.7	931.4	863.4	999.4
	"Troup County, GA"	"13285"	6799	691308	983.5	912.2	890.2	934.2
	"Turner County, GA"	"13287"	1153	82604	1395.8	1070.5	1007.1	1133.9
	"Twiggs County, GA"	"13289"	1064	84093	1265.3	966.6	905.3	1027.8
	"Union County, GA"	"13291"	3064	224657	1363.9	729.5	700.5	758.6
	"Upson County, GA"	"13293"	3621	264955	1366.6	1076.9	1041.1	1112.7
	"Walker County, GA"	"13295"	8270	686186	1205.2	972.9	951.6	994.2
	"Walton County, GA"	"13297"	8249	884571	932.5	885.3	865.9	904.6
	"Ware County, GA"	"13299"	4531	358224	1264.9	1011.5	981.5	1041.5
	"Warren County, GA"	"13301"	777	54921	1414.8	973.3	901.1	1045.4
	"Washington County, GA"	"13303"	2198	206834	1062.7	872.5	835.4	909.6
	"Wayne County, GA"	"13305"	3292	299947	1097.5	1020.3	985.0	1055.7
	"Webster County, GA"	"13307"	222	26821	827.7	589.1	507.2	671.0
	"Wheeler County, GA"	"13309"	636	78719	807.9	779.4	718.0	840.8
	"White County, GA"	"13311"	2768	285164	970.7	726.7	698.6	754.8
	"Whitfield County, GA"	"13313"	8364	1037782	805.9	818.6	800.9	836.2
	"Wilcox County, GA"	"13315"	1052	89293	1178.1	951.9	893.7	1010.2
	"Wilkes County, GA"	"13317"	1438	100047	1437.3	953.1	901.5	1004.7
	"Wilkinson County, GA"	"13319"	1177	92550	1271.7	985.1	927.2	1043.0
	"Worth County, GA"	"13321"	2217	210098	1055.2	857.8	821.2	894.4
	"Hawaii County, HI"	"15001"	16044	1943773	825.4	631.9	621.8	642.1
	"Honolulu County, HI"	"15003"	74734	9803015	762.4	575.8	571.5	580.0
	"Kauai County, HI"	"15007"	5546	703562	788.3	579.6	563.8	595.4
	"Maui County, HI"	"15009"	11090	1623862	682.9	568.7	557.8	579.5
	"Ada County, ID"	"16001"	28383	4331609	655.3	662.6	654.8	670.4
	"Adams County, ID"	"16003"	381	39991	952.7	622.8	554.3	691.4
	"Bannock County, ID"	"16005"	6984	845262	826.3	840.8	820.8	860.7
	"Bear Lake County, ID"	"16007"	630	59864	1052.4	758.6	697.4	819.9
	"Benewah County, ID"	"16009"	1220	91625	1331.5	1008.9	949.3	1068.4
	"Bingham County, ID"	"16011"	3602	456757	788.6	804.3	777.8	830.8
	"Blaine County, ID"	"16013"	1060	217561	487.2	468.7	439.4	498.0
	"Boise County, ID"	"16015"	536	71444	750.2	594.3	538.5	650.0
	"Bonner County, ID"	"16017"	4250	422866	1005.0	715.2	692.6	737.7
	"Bonneville County, ID"	"16019"	8361	1105662	756.2	787.6	770.5	804.6
	"Boundary County, ID"	"16021"	1094	113530	963.6	707.4	663.7	751.1
	"Butte County, ID"	"16023"	291	26529	1096.9	782.8	688.6	877.0
	"Camas County, ID"	"16025"	81	10872	745.0	576.4	452.6	723.6
	"Canyon County, ID"	"16027"	14353	2065742	694.8	739.6	727.4	751.8
	"Caribou County, ID"	"16029"	675	69151	976.1	790.2	729.4	851.0
	"Cassia County, ID"	"16031"	1974	234826	840.6	790.2	755.0	825.5
	"Clark County, ID"	"16033"	69	8844	780.2	721.2	558.9	915.9
	"Clearwater County, ID"	"16035"	1066	86245	1236.0	751.2	702.6	799.8
	"Custer County, ID"	"16037"	439	42371	1036.1	675.0	606.3	743.6
	"Elmore County, ID"	"16039"	1895	265358	714.1	790.1	754.0	826.2
	"Franklin County, ID"	"16041"	1017	131943	770.8	722.0	677.1	766.9
	"Fremont County, ID"	"16043"	1058	130244	812.3	733.2	688.5	778.0
	"Gem County, ID"	"16045"	2061	170770	1206.9	819.1	782.6	855.6
	"Gooding County, ID"	"16047"	1423	152342	934.1	766.8	726.3	807.3
	"Idaho County, ID"	"16049"	1856	163329	1136.4	704.8	670.4	739.3
	"Jefferson County, ID"	"16051"	1562	275812	566.3	684.9	650.3	719.4
	"Jerome County, ID"	"16053"	1648	230749	714.2	778.5	740.4	816.5
	"Kootenai County, ID"	"16055"	13556	1503070	901.9	739.8	727.1	752.5
	"Latah County, ID"	"16057"	2220	387170	573.4	615.2	589.1	641.3
	"Lemhi County, ID"	"16059"	997	78420	1271.4	733.0	682.4	783.7
	"Lewis County, ID"	"16061"	429	38500	1114.3	667.7	600.4	735.0
	"Lincoln County, ID"	"16063"	395	52914	746.5	759.0	683.3	834.7
	"Madison County, ID"	"16065"	1371	384017	357.0	710.5	672.0	749.0
	"Minidoka County, ID"	"16067"	1825	204546	892.2	738.6	704.0	773.1
	"Nez Perce County, ID"	"16069"	5071	399879	1268.1	851.1	826.8	875.5
	"Oneida County, ID"	"16071"	412	43245	952.7	663.0	596.0	729.9
	"Owyhee County, ID"	"16073"	951	115071	826.4	728.5	681.3	775.7
	"Payette County, ID"	"16075"	2147	229971	933.6	779.6	746.1	813.1
	"Power County, ID"	"16077"	625	77048	811.2	798.5	735.0	861.9
	"Shoshone County, ID"	"16079"	1833	126323	1451.0	975.9	929.1	1022.6
	"Teton County, ID"	"16081"	419	107691	389.1	557.0	500.4	613.6
	"Twin Falls County, ID"	"16083"	7438	818673	908.5	801.7	783.2	820.1
	"Valley County, ID"	"16085"	719	102196	703.6	541.7	499.6	583.7
	"Washington County, ID"	"16087"	1218	101149	1204.2	754.5	710.0	799.0
	"Adams County, IL"	"17001"	7969	666528	1195.6	779.1	761.2	796.9
	"Alexander County, IL"	"17003"	993	70537	1407.8	994.1	930.5	1057.6
	"Bond County, IL"	"17005"	1737	171656	1011.9	760.3	723.8	796.9
	"Boone County, IL"	"17007"	3991	538020	741.8	709.1	686.8	731.3
	"Brown County, IL"	"17009"	564	67862	831.1	768.5	704.5	832.4
	"Bureau County, IL"	"17011"	3923	337613	1162.0	734.2	710.1	758.3
	"Calhoun County, IL"	"17013"	531	49333	1076.4	640.4	584.2	696.6
	"Carroll County, IL"	"17015"	1894	147476	1284.3	748.8	712.9	784.6
	"Cass County, IL"	"17017"	1457	129474	1125.3	855.7	811.0	900.3
	"Champaign County, IL"	"17019"	12733	2064423	616.8	656.2	644.6	667.8
	"Christian County, IL"	"17021"	4181	337511	1238.8	836.6	810.4	862.8
	"Clark County, IL"	"17023"	2014	159788	1260.4	873.1	833.7	912.5
	"Clay County, IL"	"17025"	1711	134829	1269.0	869.9	827.4	912.4
	"Clinton County, IL"	"17027"	3431	377873	908.0	697.8	674.0	721.5
	"Coles County, IL"	"17029"	5067	526810	961.8	789.7	767.3	812.1
	"Cook County, IL"	"17031"	401304	52113966	770.1	709.9	707.7	712.2
	"Crawford County, IL"	"17033"	2266	193329	1172.1	827.0	792.3	861.8
	"Cumberland County, IL"	"17035"	1156	109122	1059.4	741.6	697.6	785.6
	"DeKalb County, IL"	"17037"	7079	1047463	675.8	729.8	712.6	747.0
	"De Witt County, IL"	"17039"	1883	162099	1161.6	851.8	812.5	891.1
	"Douglas County, IL"	"17041"	1970	197590	997.0	744.8	711.3	778.3
	"DuPage County, IL"	"17043"	61019	9277709	657.7	591.6	586.8	596.4
	"Edgar County, IL"	"17045"	2383	178040	1338.5	865.6	829.4	901.8
	"Edwards County, IL"	"17047"	769	65642	1171.5	800.0	741.3	858.7
	"Effingham County, IL"	"17049"	3581	342607	1045.2	788.5	762.2	814.8
	"Fayette County, IL"	"17051"	2220	218585	1015.6	747.5	715.9	779.2
	"Ford County, IL"	"17053"	1986	136401	1456.0	898.8	857.1	940.4
	"Franklin County, IL"	"17055"	5336	392060	1361.0	961.6	935.1	988.2
	"Fulton County, IL"	"17057"	4626	358564	1290.1	859.0	833.4	884.5
	"Gallatin County, IL"	"17059"	809	52696	1535.2	1040.2	965.8	1114.7
	"Greene County, IL"	"17061"	1567	133844	1170.8	835.1	792.8	877.3
	"Grundy County, IL"	"17063"	4006	504717	793.7	791.0	766.2	815.8
	"Hamilton County, IL"	"17065"	1082	82650	1309.1	829.3	777.8	880.7
	"Hancock County, IL"	"17067"	2029	184831	1097.8	668.0	637.4	698.6
	"Hardin County, IL"	"17069"	635	41105	1544.8	1014.0	930.4	1097.6
	"Henderson County, IL"	"17071"	859	69490	1236.1	737.2	685.3	789.1
	"Henry County, IL"	"17073"	5328	496564	1073.0	743.6	723.1	764.1
	"Iroquois County, IL"	"17075"	3832	285894	1340.4	861.0	832.3	889.7
	"Jackson County, IL"	"17077"	4784	590830	809.7	764.8	742.6	787.1
	"Jasper County, IL"	"17079"	1032	96186	1072.9	721.4	675.9	766.9
	"Jefferson County, IL"	"17081"	4483	383934	1167.6	868.5	842.4	894.5
	"Jersey County, IL"	"17083"	2636	223813	1177.8	861.9	828.2	895.6
	"Jo Daviess County, IL"	"17085"	2414	220651	1094.0	634.8	607.9	661.7
	"Johnson County, IL"	"17087"	1273	126711	1004.6	760.2	717.4	803.0
	"Kane County, IL"	"17089"	31008	5272824	588.1	626.2	619.1	633.2
	"Kankakee County, IL"	"17091"	11024	1114060	989.5	823.1	807.4	838.7
	"Kendall County, IL"	"17093"	5510	1221343	451.1	634.6	617.3	651.9
	"Knox County, IL"	"17095"	6861	515058	1332.1	870.4	849.0	891.8
	"Lake County, IL"	"17097"	44543	7027853	633.8	626.0	620.1	631.9
	"LaSalle County, IL"	"17099"	13183	1113980	1183.4	833.0	818.4	847.7
	"Lawrence County, IL"	"17101"	2037	163738	1244.1	940.7	899.3	982.2
	"Lee County, IL"	"17103"	3671	347688	1055.8	759.1	734.0	784.2
	"Livingston County, IL"	"17105"	4345	373695	1162.7	827.9	802.5	853.3
	"Logan County, IL"	"17107"	3393	295977	1146.4	823.8	795.3	852.3
	"McDonough County, IL"	"17109"	3114	314864	989.0	779.4	750.7	808.2
	"McHenry County, IL"	"17111"	20401	3080354	662.3	691.6	681.9	701.3
	"McLean County, IL"	"17113"	11596	1723336	672.9	694.0	681.1	706.8
	"Macon County, IL"	"17115"	12355	1077623	1146.5	811.6	796.8	826.3
	"Macoupin County, IL"	"17117"	5590	463654	1205.6	830.9	808.4	853.4
	"Madison County, IL"	"17119"	28184	2664232	1057.9	848.9	838.8	858.9
	"Marion County, IL"	"17121"	5219	384065	1358.9	953.6	926.8	980.4
	"Marshall County, IL"	"17123"	1643	120290	1365.9	833.1	790.8	875.4
	"Mason County, IL"	"17125"	1926	139471	1380.9	885.6	844.2	926.9
	"Massac County, IL"	"17127"	2104	147703	1424.5	934.2	892.4	976.1
	"Menard County, IL"	"17129"	1249	124996	999.2	738.1	696.0	780.1
	"Mercer County, IL"	"17131"	1851	159383	1161.4	757.3	721.4	793.2
	"Monroe County, IL"	"17133"	2897	337851	857.5	651.6	627.4	675.8
	"Montgomery County, IL"	"17135"	3568	292240	1220.9	809.5	781.8	837.1
	"Morgan County, IL"	"17137"	3975	346895	1145.9	796.4	770.8	821.9
